ReferencingSchema,ReferencingObject,ReferencedSchema,ReferencedObject,ReferencedObjectType,IsAmbiguous
dbo,aspnet_UsersInRoles_GetUsersInRoles,dbo,aspnet_Roles,USER_TABLE,False
dbo,aspnet_UsersInRoles_GetUsersInRoles,dbo,aspnet_Users,USER_TABLE,False
dbo,aspnet_UsersInRoles_GetUsersInRoles,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,aspnet_UsersInRoles_IsUserInRole,dbo,aspnet_Applications,USER_TABLE,False
dbo,aspnet_UsersInRoles_IsUserInRole,dbo,aspnet_Roles,USER_TABLE,False
dbo,aspnet_UsersInRoles_IsUserInRole,dbo,aspnet_Users,USER_TABLE,False
dbo,aspnet_UsersInRoles_IsUserInRole,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,aspnet_UsersInRoles_RemoveUsersFromRoles,dbo,aspnet_Applications,USER_TABLE,False
dbo,aspnet_UsersInRoles_RemoveUsersFromRoles,dbo,aspnet_Roles,USER_TABLE,False
dbo,aspnet_UsersInRoles_RemoveUsersFromRoles,dbo,aspnet_Users,USER_TABLE,False
dbo,aspnet_UsersInRoles_RemoveUsersFromRoles,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,aspnet_WebEvent_LogEvent,dbo,aspnet_WebEvent_Events,USER_TABLE,False
dbo,BillTerm,dbo,RO_BillTerm,USER_TABLE,False
dbo,CHECKBILL,dbo,RO_Order_Detail,USER_TABLE,False
dbo,CHECKBILL,dbo,RO_OrderMasters,USER_TABLE,False
dbo,CHECKBILL,dbo,RO_restroTable,USER_TABLE,False
dbo,CHECKBILL,dbo,Ro_RoomBookings,USER_TABLE,False
dbo,CHECKBILL,dbo,RO_SalesMaster,USER_TABLE,False
dbo,checkUnpaidBills,dbo,RO_SalesMaster,USER_TABLE,False
dbo,ClosingReport_BillWiseSales,dbo,RO_BillingAmount,USER_TABLE,False
dbo,ClosingReport_BillWiseSales,dbo,RO_fiscalYear,USER_TABLE,False
dbo,ClosingReport_BillWiseSales,dbo,RO_SalesMaster,USER_TABLE,False
dbo,ClosingReport_CategoryWise,dbo,CostCenterInfo,USER_TABLE,False
dbo,ClosingReport_CategoryWise,dbo,RO_Combo,USER_TABLE,False
dbo,ClosingReport_CategoryWise,dbo,RO_SalesDetail,USER_TABLE,False
dbo,ClosingReport_CategoryWise,dbo,RO_SalesMaster,USER_TABLE,False
dbo,ClosingReport_CategoryWise,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,ClosingReport_CategoryWise,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,ClosingReport_CategoryWise,dbo,ROI_Unit1,USER_TABLE,False
dbo,ClosingReport_StateWise,dbo,CostCenterInfo,USER_TABLE,False
dbo,ClosingReport_StateWise,dbo,RO_SalesDetail,USER_TABLE,False
dbo,ClosingReport_StateWise,dbo,RO_SalesMaster,USER_TABLE,False
dbo,ConvertDateToNepali,dbo,tbl_DateMap,USER_TABLE,False
dbo,Country,dbo,Lists,USER_TABLE,False
dbo,DanfeServiceLogs,dbo,DanfeServiceLogs,USER_TABLE,False
dbo,DeletePointScheme,dbo,RO_PointScheme,USER_TABLE,False
dbo,DeletePointSchemebyId,dbo,RO_PointScheme,USER_TABLE,False
dbo,fConvertTens,dbo,fConvertDigit,SQL_SCALAR_FUNCTION,False
dbo,FGetUnitOf,dbo,ROI_Unit1,USER_TABLE,False
dbo,FGetUnitOf,dbo,ROI_Unit2,USER_TABLE,False
dbo,FGetUnitOf,dbo,ROI_Unit3,USER_TABLE,False
dbo,FGetUnitOf,dbo,ROI_Unit4,USER_TABLE,False
dbo,FGetUnitTB,dbo,ROI_Unit1,USER_TABLE,False
dbo,FGetUnitTB,dbo,ROI_Unit2,USER_TABLE,False
dbo,FGetUnitTB,dbo,ROI_Unit3,USER_TABLE,False
dbo,fn_A,dbo,ModuleDefinitions,USER_TABLE,False
dbo,fn_A,dbo,PageModules,USER_TABLE,False
dbo,fn_EditPermissionExists,dbo,aspnet_Users,USER_TABLE,False
dbo,fn_EditPermissionExists,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,fn_EditPermissionExists,dbo,ModuleDefPermission,USER_TABLE,False
dbo,fn_EditPermissionExists,dbo,UserModulePermission,USER_TABLE,False
dbo,fn_GetConversion,dbo,ROI_Unit2,USER_TABLE,False
dbo,fn_getMaxMasterId,dbo,RO_OrderMasters,USER_TABLE,False
dbo,fn_getMaxMasterIdByRoom,dbo,RO_OrderMasters,USER_TABLE,False
dbo,fn_getMaxStatusId,dbo,RO_OrderItemStatus,USER_TABLE,False
dbo,fn_getorderdetailId,dbo,RO_OrderItemStatus,USER_TABLE,False
dbo,fn_GetPageRolesNUsername,dbo,PagePermission,USER_TABLE,False
dbo,fn_GetSettingValueBySettingKey,dbo,SettingKey,USER_TABLE,False
dbo,fn_GetSettingValueBySettingKey,dbo,SettingValue,USER_TABLE,False
dbo,fn_GetValue_from_costcenter,dbo,RO_Items,USER_TABLE,False
dbo,fn_GetValue_from_costcenter,dbo,RO_Order_Detail,USER_TABLE,False
dbo,fn_GetValue_from_costcenter,dbo,RO_OrderMasters,USER_TABLE,False
dbo,fn_GetValue_from_costcenter,dbo,RO_RestroRoom,USER_TABLE,False
dbo,fn_GetValue_from_costcenter,dbo,RO_restroTable,USER_TABLE,False
dbo,fn_IsUserInRole,dbo,aspnet_Roles,USER_TABLE,False
dbo,fn_IsUserInRole,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,fn_IsUserInRole,dbo,PortalUser,USER_TABLE,False
dbo,fNumToWords,dbo,fConvertDigit,SQL_SCALAR_FUNCTION,False
dbo,fNumToWords,dbo,fConvertTens,SQL_SCALAR_FUNCTION,False
dbo,getActiveBillTerm,dbo,RO_BillTerm,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_AdvancePaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_CAKE_SalesPaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_CakeSalesMaster,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_CompanyInfo,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_fiscalYear,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_GoodsReceivedDetls,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_GoodsReceivedMain,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_MemberPay,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_MemberPaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_OrderMasters,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_PurchasePaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_PurchaseReturnDetails,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_PurchaseReturnMain,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_PurchaseReturnPaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,Ro_RoomBookings,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_SalesMaster,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID,dbo,RO_SalesPaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bACKUP,dbo,RO_fiscalYear,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bACKUP,dbo,RO_GoodsReceivedDetls,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bACKUP,dbo,RO_GoodsReceivedMain,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bACKUP,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bACKUP,dbo,RO_MemberPay,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bACKUP,dbo,RO_SalesMaster,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bACKUP,dbo,RO_SalesPaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bACKUP,dbo,ROI_PurchaseDetails,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bACKUP,dbo,ROI_PurchaseMain,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_AdvancePaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_CompanyInfo,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_fiscalYear,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_GoodsReceivedDetls,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_GoodsReceivedMain,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_MemberPay,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_MemberPaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_OrderMasters,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_PurchasePaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_PurchaseReturnDetails,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_PurchaseReturnMain,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_PurchaseReturnPaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,Ro_RoomBookings,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_SalesMaster,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_21Jul2021,dbo,RO_SalesPaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_6Aug2021,dbo,RO_fiscalYear,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_6Aug2021,dbo,RO_GoodsReceivedDetls,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_6Aug2021,dbo,RO_GoodsReceivedMain,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_6Aug2021,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_6Aug2021,dbo,RO_MemberPay,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_6Aug2021,dbo,RO_SalesMaster,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_6Aug2021,dbo,RO_SalesPaymentMode,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_6Aug2021,dbo,ROI_PurchaseDetails,USER_TABLE,False
dbo,getCustomerBalanceTransactionRecordByID_bak_6Aug2021,dbo,ROI_PurchaseMain,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,Ro_AdjustmentType,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,RO_BillingAmount,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,RO_BillTerm,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,RO_fiscalYear,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,RO_OrderMasters,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,RO_RestroRoom,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,RO_restroTable,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,RO_SalesMaster,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,ROI_AdjustmentDetls,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,ROI_AdjustmentMain,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,ROI_PurchaseDetails,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,ROI_PurchaseLotNo,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,ROI_PurchaseMain,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,ROI_Store,USER_TABLE,False
dbo,getdailyReportByWeeklyByReportNumber,dbo,ROI_Unit1,USER_TABLE,False
dbo,GetListParentKey,dbo,GetListParentKey,SQL_SCALAR_FUNCTION,False
dbo,GetListParentKey,dbo,Lists,USER_TABLE,False
dbo,getOnlySmallUnit,dbo,ROI_Unit1,USER_TABLE,False
dbo,getOnlySmallUnit,dbo,ROI_Unit2,USER_TABLE,False
dbo,GetPointsbyCompanyID,dbo,RO_PointScheme,USER_TABLE,False
dbo,GetPreviousCakeOrderById,dbo,RO_CakeOrder_Detail,USER_TABLE,False
dbo,GetPreviousCakeOrderById,dbo,RO_CakeOrderMaster,USER_TABLE,False
dbo,GetUnitOfItemByName,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,GetUnitOfItemByName,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,GetUnitOfItemByName,dbo,ROI_Unit1,USER_TABLE,False
dbo,GetUnitOfItemByName,dbo,ROI_Unit2,USER_TABLE,False
dbo,getUnitsWithConvertion,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,getUnitsWithConvertion,dbo,ROI_Unit1,USER_TABLE,False
dbo,getUnitsWithConvertion,dbo,ROI_Unit2,USER_TABLE,False
dbo,getUserbyHouseKeepingRole,dbo,aspnet_Roles,USER_TABLE,False
dbo,getUserbyHouseKeepingRole,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,getUserbyHouseKeepingRole,dbo,vw_aspnet_Users,VIEW,False
dbo,getUserbyLaundryRole,dbo,aspnet_Roles,USER_TABLE,False
dbo,getUserbyLaundryRole,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,getUserbyLaundryRole,dbo,vw_aspnet_Users,VIEW,False
dbo,getUserName,dbo,Users,USER_TABLE,False
dbo,Materialized_View,dbo,PrintDetail,USER_TABLE,False
dbo,Materialized_View,dbo,RO_BillingAmount,USER_TABLE,False
dbo,Materialized_View,dbo,RO_fiscalYear,USER_TABLE,False
dbo,Materialized_View,dbo,RO_SalesMaster,USER_TABLE,False
dbo,NewDeleteCommand,,tblPurchaseOrder,,False
dbo,NewInsertCommand,,tblPurchaseOrder,,False
dbo,NewSelectCommand,,tblPurchaseOrder,,False
dbo,NewSelectCommand,dbo,RO_CompanyInfo,USER_TABLE,False
dbo,NewUpdateCommand,,tblPurchaseOrder,,False
dbo,RO_GET_ITEM,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,RO_GET_UNIT,dbo,FGetUnitTB,SQL_INLINE_TABLE_VALUED_FUNCTION,False
dbo,ro_getdataforSplitBill,dbo,RO_Items,USER_TABLE,False
dbo,ro_getdataforSplitBill,dbo,RO_Order_Detail,USER_TABLE,False
dbo,ro_getdataforSplitBill,dbo,RO_OrderMasters,USER_TABLE,False
dbo,RO_SalesMaster_UPDATE,,DELETED,,False
dbo,RO_SalesMaster_UPDATE,,INSERTED,,False
dbo,RO_saveTable,dbo,RO_restroTable,USER_TABLE,False
dbo,ro_updateIsPrinted,dbo,RO_OrderMasters,USER_TABLE,False
dbo,ROI_FixInvalidSalesReturnRates,,srst,,False
dbo,ROI_FixInvalidSalesReturnRates,,stm,,False
dbo,ROI_FixInvalidSalesReturnRates,dbo,ROI_ItemMaster,,False
dbo,ROI_FixInvalidSalesReturnRates,dbo,ROI_SalesReturnStockTransaction,USER_TABLE,False
dbo,ROI_FixInvalidSalesReturnRates,dbo,ROI_StockTransactionMaster,USER_TABLE,False
dbo,ROI_GET_ITEM_RATE,dbo,FGetUnitTB,SQL_INLINE_TABLE_VALUED_FUNCTION,False
dbo,ROI_GET_ITEM_RATE,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,ROI_GET_ITEM_RATE,dbo,ROI_ItemRate,USER_TABLE,False
dbo,ROI_GetUnit1,dbo,ROI_Unit1,USER_TABLE,False
dbo,ROI_GetUnit2,dbo,ROI_Unit1,USER_TABLE,False
dbo,ROI_GetUnit2,dbo,ROI_Unit2,USER_TABLE,False
dbo,ROI_GetUnitByItem,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,ROI_GetUnitByUNITID,dbo,FGetUnitTB,SQL_INLINE_TABLE_VALUED_FUNCTION,False
dbo,ROI_INSERT_ITEM,dbo,ROI_ItemRate,USER_TABLE,False
dbo,ROI_INSERT_UNIT,dbo,ITEMRate,,False
dbo,ROI_PUpdateUnit1,dbo,ROI_Unit1,USER_TABLE,False
dbo,ROI_PUpdateUnit2,dbo,ROI_Unit1,USER_TABLE,False
dbo,ROI_PUpdateUnit2,dbo,ROI_Unit2,USER_TABLE,False
dbo,ROI_PUpdateUnit2,dbo,ROI_Unit3,USER_TABLE,False
dbo,ROI_SAVEPURCHASEDETAILS,dbo,CostCenterInfo,USER_TABLE,False
dbo,ROI_SAVEPURCHASEDETAILS,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,ROI_SAVEPURCHASEDETAILS,dbo,ROI_PurchaseDetails,USER_TABLE,False
dbo,ROI_SAVEPURCHASEitembal,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,ROI_SAVEPURCHASEitembal,dbo,ROI_PurchaseDetails,USER_TABLE,False
dbo,ROI_SAVEPURCHASEitembal,dbo,ROI_PurchaseMain,USER_TABLE,False
dbo,ROI_SAVEPURCHASEitembal,dbo,ROI_PurchaseStockTransaction,USER_TABLE,False
dbo,ROI_SAVEPURCHASEitembal,dbo,ROI_StockTransactionMaster,USER_TABLE,False
dbo,ROI_SAVEPURCHASEitembal,dbo,TempPurchaseDetail,USER_TABLE,False
dbo,ROI_SAVEPURCHASELOT,dbo,ROI_PurchaseDetails,USER_TABLE,False
dbo,ROI_SAVEPURCHASELOT,dbo,ROI_PurchaseLotNo,USER_TABLE,False
dbo,ROI_SAVEPURCHASELOT,dbo,ROI_PurchaseMain,USER_TABLE,False
dbo,ROI_SAVEPURCHASEMAIN,dbo,ROI_PurchaseMain,USER_TABLE,False
dbo,ROI_SavePurchaseReturnitembal,dbo,ROI_ITEMBal,USER_TABLE,False
dbo,ROI_SAVESalesReturnItemBal,dbo,ROI_ItemMaster,,False
